ProgrammeCoursesID,Programme code,Study Year,Academic Year,Course,Course Type
2672,10041,1.0,2016-2017,1209,elective
2673,10041,1.0,2016-2017,1184,elective
2674,10041,1.0,2016-2017,1172,elective
2675,10041,1.0,2017-2018,1098,compulsory
2676,10041,1.0,2017-2018,1011,compulsory
2677,10041,1.0,2017-2018,1277,compulsory-elective
2678,10041,1.0,2017-2018,1260,compulsory-elective
2679,10041,1.0,2017-2018,1147,compulsory-elective
2680,10041,1.0,2017-2018,1029,compulsory-elective
2681,10041,1.0,2017-2018,1298,elective
2682,10041,1.0,2017-2018,1249,elective
2683,10041,1.0,2017-2018,1233,elective
2684,10041,1.0,2017-2018,1134,elective
2685,10041,1.0,2017-2018,1105,elective
2686,10041,1.0,2017-2018,1006,elective
2687,10041,1.0,2018-2019,1281,compulsory
2688,10041,1.0,2018-2019,1257,compulsory
2689,10041,1.0,2018-2019,1220,compulsory-elective
2690,10041,1.0,2018-2019,1107,compulsory-elective
2691,10041,1.0,2018-2019,1060,compulsory-elective
2692,10041,1.0,2018-2019,1022,compulsory-elective
2693,10041,1.0,2018-2019,1296,elective
2694,10041,1.0,2018-2019,1269,elective
2695,10041,1.0,2018-2019,1252,elective
2696,10041,1.0,2018-2019,1080,elective
2697,10041,1.0,2018-2019,1044,elective
2698,10041,1.0,2018-2019,1015,elective
2699,10041,1.0,2019-2020,1180,compulsory
2700,10041,1.0,2019-2020,1105,compulsory
2701,10041,1.0,2019-2020,1194,compulsory-elective
2702,10041,1.0,2019-2020,1176,compulsory-elective
2703,10041,1.0,2019-2020,1107,compulsory-elective
2704,10041,1.0,2019-2020,1094,compulsory-elective
2705,10041,1.0,2019-2020,1274,elective
2706,10041,1.0,2019-2020,1263,elective
2707,10041,1.0,2019-2020,1230,elective
2708,10041,1.0,2019-2020,1122,elective
2709,10041,1.0,2019-2020,1090,elective
2710,10041,1.0,2019-2020,1025,elective
2711,10041,1.0,2020-2021,1297,compulsory
2712,10041,1.0,2020-2021,1085,compulsory-elective
2713,10041,1.0,2020-2021,1055,compulsory-elective
2714,10041,1.0,2020-2021,1189,elective
2715,10041,1.0,2020-2021,1124,elective
2716,10041,1.0,2020-2021,1115,elective
2717,10041,1.0,2020-2021,1104,elective
2718,10041,1.0,2021-2022,1185,compulsory
2719,10041,1.0,2021-2022,1134,compulsory
2720,10041,1.0,2021-2022,1235,compulsory-elective
2721,10041,1.0,2021-2022,1226,compulsory-elective
2722,10041,1.0,2021-2022,1123,compulsory-elective
2723,10041,1.0,2021-2022,1065,compulsory-elective
2724,10041,1.0,2021-2022,1281,compulsory-elective
2725,10041,1.0,2021-2022,1118,compulsory-elective
2726,10041,1.0,2021-2022,1079,compulsory-elective
2727,10041,1.0,2021-2022,1025,compulsory-elective
2728,10041,1.0,2022-2023,1181,compulsory
2729,10041,1.0,2022-2023,1270,compulsory-elective
2730,10041,1.0,2022-2023,1145,compulsory-elective
2731,10041,1.0,2022-2023,1073,compulsory-elective
2732,10041,1.0,2022-2023,1004,compulsory-elective
2733,10041,1.0,2022-2023,1183,elective
2734,10041,1.0,2022-2023,1173,elective
2735,10041,1.0,2022-2023,1171,elective
2736,10041,1.0,2022-2023,1164,elective
2737,10041,1.0,2022-2023,1012,elective
2738,10041,1.0,2023-2024,1160,compulsory
2739,10041,1.0,2023-2024,1062,compulsory
2740,10041,1.0,2023-2024,1210,compulsory
2741,10041,1.0,2023-2024,1091,compulsory
2742,10041,1.0,2023-2024,1205,elective
2743,10041,1.0,2023-2024,1191,elective
2744,10041,1.0,2023-2024,1181,elective
2745,10041,1.0,2023-2024,1130,elective
2746,10041,2.0,2013-2014,1078,compulsory
2747,10041,2.0,2013-2014,1049,compulsory
2748,10041,2.0,2013-2014,1156,compulsory
2749,10041,2.0,2013-2014,1131,compulsory
2750,10041,2.0,2013-2014,1295,elective
2751,10041,2.0,2013-2014,1257,elective
2752,10041,2.0,2013-2014,1239,elective
2753,10041,2.0,2013-2014,1217,elective
2754,10041,2.0,2013-2014,1088,elective
2755,10041,2.0,2014-2015,1097,compulsory
2756,10041,2.0,2014-2015,1284,compulsory-elective
2757,10041,2.0,2014-2015,1225,compulsory-elective
2758,10041,2.0,2014-2015,1048,compulsory-elective
2759,10041,2.0,2014-2015,1262,elective
2760,10041,2.0,2014-2015,1218,elective
2761,10041,2.0,2014-2015,1035,elective
2762,10041,2.0,2014-2015,1027,elective
2763,10041,2.0,2015-2016,1073,compulsory
2764,10041,2.0,2015-2016,1169,compulsory-elective
2765,10041,2.0,2015-2016,1127,compulsory-elective
2766,10041,2.0,2015-2016,1105,compulsory-elective
2767,10041,2.0,2015-2016,1050,compulsory-elective
2768,10041,2.0,2015-2016,1294,elective
2769,10041,2.0,2015-2016,1172,elective
2770,10041,2.0,2015-2016,1164,elective
2771,10041,2.0,2015-2016,1118,elective
2772,10041,2.0,2015-2016,1042,elective
2773,10041,2.0,2015-2016,1015,elective
2774,10041,2.0,2016-2017,1256,compulsory
2775,10041,2.0,2016-2017,1006,compulsory
2776,10041,2.0,2016-2017,1143,compulsory-elective
2777,10041,2.0,2016-2017,1059,compulsory-elective
2778,10041,2.0,2016-2017,1058,compulsory-elective
2779,10041,2.0,2016-2017,1047,compulsory-elective
2780,10041,2.0,2016-2017,1269,elective
2781,10041,2.0,2016-2017,1134,elective
2782,10041,2.0,2016-2017,1068,elective
2783,10041,2.0,2016-2017,1043,elective
2784,10041,2.0,2016-2017,1021,elective
2785,10041,2.0,2017-2018,1237,compulsory
2786,10041,2.0,2017-2018,1229,compulsory
2787,10041,2.0,2017-2018,1176,compulsory
2788,10041,2.0,2017-2018,1014,compulsory
2789,10041,2.0,2017-2018,1224,elective
2790,10041,2.0,2017-2018,1093,elective
2791,10041,2.0,2017-2018,1086,elective
2792,10041,2.0,2017-2018,1083,elective
2793,10041,2.0,2017-2018,1012,elective
2794,10041,2.0,2018-2019,1249,compulsory
2795,10041,2.0,2018-2019,1073,compulsory
2796,10041,2.0,2018-2019,1294,compulsory-elective
2797,10041,2.0,2018-2019,1287,compulsory-elective
2798,10041,2.0,2018-2019,1172,compulsory-elective
2799,10041,2.0,2018-2019,1006,compulsory-elective
2800,10041,2.0,2018-2019,1223,compulsory-elective
2801,10041,2.0,2018-2019,1183,compulsory-elective
2802,10041,2.0,2018-2019,1074,compulsory-elective
2803,10041,2.0,2018-2019,1038,compulsory-elective
2804,10041,2.0,2019-2020,1239,compulsory
2805,10041,2.0,2019-2020,1174,compulsory
2806,10041,2.0,2019-2020,1148,compulsory
2807,10041,2.0,2019-2020,1030,compulsory
2808,10041,2.0,2019-2020,1225,elective
2809,10041,2.0,2019-2020,1172,elective
2810,10041,2.0,2019-2020,1111,elective
2811,10041,2.0,2019-2020,1090,elective
2812,10041,2.0,2020-2021,1299,compulsory
2813,10041,2.0,2020-2021,1221,compulsory-elective
2814,10041,2.0,2020-2021,1196,compulsory-elective
2815,10041,2.0,2020-2021,1031,compulsory-elective
2816,10041,2.0,2020-2021,1293,elective
2817,10041,2.0,2020-2021,1290,elective
2818,10041,2.0,2020-2021,1262,elective
2819,10041,2.0,2020-2021,1188,elective
2820,10041,2.0,2020-2021,1170,elective
2821,10041,2.0,2020-2021,1024,elective
2822,10041,2.0,2021-2022,1086,compulsory
2823,10041,2.0,2021-2022,1225,compulsory-elective
2824,10041,2.0,2021-2022,1032,compulsory-elective
2825,10041,2.0,2021-2022,1204,elective
2826,10041,2.0,2021-2022,1134,elective
2827,10041,2.0,2021-2022,1087,elective
2828,10041,2.0,2021-2022,1082,elective
2829,10041,2.0,2021-2022,1072,elective
2830,10041,2.0,2022-2023,1225,compulsory
2831,10041,2.0,2022-2023,1032,compulsory
2832,10041,2.0,2022-2023,1296,compulsory-elective
2833,10041,2.0,2022-2023,1290,compulsory-elective
2834,10041,2.0,2022-2023,1287,compulsory-elective
2835,10041,2.0,2022-2023,1281,compulsory-elective
2836,10041,2.0,2022-2023,1254,compulsory-elective
2837,10041,2.0,2022-2023,1172,compulsory-elective
2838,10041,2.0,2022-2023,1136,compulsory-elective
2839,10041,2.0,2022-2023,1022,compulsory-elective
2840,10041,2.0,2023-2024,1223,compulsory
2841,10041,2.0,2023-2024,1075,compulsory
2842,10041,2.0,2023-2024,1292,compulsory
2843,10041,2.0,2023-2024,1229,compulsory
2844,10041,2.0,2023-2024,1282,elective
2845,10041,2.0,2023-2024,1267,elective
2846,10041,2.0,2023-2024,1249,elective
2847,10041,2.0,2023-2024,1214,elective
2848,10041,2.0,2023-2024,1143,elective
2849,10041,2.0,2023-2024,1011,elective
2850,10042,1.0,2013-2014,1254,compulsory
2851,10042,1.0,2013-2014,1166,compulsory
2852,10042,1.0,2013-2014,1207,compulsory-elective
2853,10042,1.0,2013-2014,1180,compulsory-elective
2854,10042,1.0,2013-2014,1130,compulsory-elective
2855,10042,1.0,2013-2014,1051,compulsory-elective
2856,10042,1.0,2013-2014,1239,elective
2857,10042,1.0,2013-2014,1221,elective
2858,10042,1.0,2013-2014,1173,elective
2859,10042,1.0,2013-2014,1136,elective
2860,10042,1.0,2013-2014,1080,elective
2861,10042,1.0,2013-2014,1036,elective
2862,10042,1.0,2014-2015,1255,compulsory
2863,10042,1.0,2014-2015,1192,compulsory
2864,10042,1.0,2014-2015,1218,compulsory-elective
2865,10042,1.0,2014-2015,1203,compulsory-elective
2866,10042,1.0,2014-2015,1064,compulsory-elective
2867,10042,1.0,2014-2015,1041,compulsory-elective
2868,10042,1.0,2014-2015,1256,elective
2869,10042,1.0,2014-2015,1126,elective
2870,10042,1.0,2014-2015,1125,elective
2871,10042,1.0,2014-2015,1103,elective
2872,10042,1.0,2014-2015,1039,elective
2873,10042,1.0,2015-2016,1124,compulsory
2874,10042,1.0,2015-2016,1117,compulsory-elective
2875,10042,1.0,2015-2016,1105,compulsory-elective
2876,10042,1.0,2015-2016,1066,compulsory-elective
2877,10042,1.0,2015-2016,1051,compulsory-elective
2878,10042,1.0,2015-2016,1247,elective
2879,10042,1.0,2015-2016,1222,elective
2880,10042,1.0,2015-2016,1161,elective
2881,10042,1.0,2015-2016,1047,elective
2882,10042,1.0,2015-2016,1041,elective
2883,10042,1.0,2016-2017,1107,compulsory
2884,10042,1.0,2016-2017,1225,compulsory-elective
2885,10042,1.0,2016-2017,1008,compulsory-elective
2886,10042,1.0,2016-2017,1245,elective
2887,10042,1.0,2016-2017,1136,elective
2888,10042,1.0,2016-2017,1112,elective
2889,10042,1.0,2016-2017,1052,elective
2890,10042,1.0,2016-2017,1048,elective
2891,10042,1.0,2016-2017,1033,elective
2892,10042,1.0,2017-2018,1120,compulsory
2893,10042,1.0,2017-2018,1008,compulsory
2894,10042,1.0,2017-2018,1273,compulsory-elective
2895,10042,1.0,2017-2018,1196,compulsory-elective
2896,10042,1.0,2017-2018,1075,compulsory-elective
2897,10042,1.0,2017-2018,1073,compulsory-elective
2898,10042,1.0,2017-2018,1291,elective
2899,10042,1.0,2017-2018,1265,elective
2900,10042,1.0,2017-2018,1252,elective
2901,10042,1.0,2017-2018,1218,elective
2902,10042,1.0,2017-2018,1154,elective
2903,10042,1.0,2018-2019,1005,compulsory
2904,10042,1.0,2018-2019,1190,compulsory-elective
2905,10042,1.0,2018-2019,1111,compulsory-elective
2906,10042,1.0,2018-2019,1022,compulsory-elective
2907,10042,1.0,2018-2019,1201,elective
2908,10042,1.0,2018-2019,1164,elective
2909,10042,1.0,2018-2019,1140,elective
2910,10042,1.0,2018-2019,1129,elective
2911,10042,1.0,2018-2019,1121,elective
2912,10042,1.0,2019-2020,1185,compulsory
2913,10042,1.0,2019-2020,1290,compulsory-elective
2914,10042,1.0,2019-2020,1197,compulsory-elective
2915,10042,1.0,2019-2020,1067,compulsory-elective
2916,10042,1.0,2019-2020,1005,compulsory-elective
2917,10042,1.0,2019-2020,1279,elective
2918,10042,1.0,2019-2020,1276,elective
2919,10042,1.0,2019-2020,1191,elective
2920,10042,1.0,2019-2020,1136,elective
2921,10042,1.0,2019-2020,1135,elective
2922,10042,1.0,2019-2020,1055,elective
2923,10042,1.0,2020-2021,1283,compulsory
2924,10042,1.0,2020-2021,1290,compulsory-elective
2925,10042,1.0,2020-2021,1249,compulsory-elective
2926,10042,1.0,2020-2021,1297,elective
2927,10042,1.0,2020-2021,1145,elective
2928,10042,1.0,2020-2021,1092,elective
2929,10042,1.0,2020-2021,1014,elective
2930,10042,1.0,2021-2022,1082,compulsory
2931,10042,1.0,2021-2022,1112,compulsory-elective
2932,10042,1.0,2021-2022,1079,compulsory-elective
2933,10042,1.0,2021-2022,1230,elective
2934,10042,1.0,2021-2022,1218,elective
2935,10042,1.0,2021-2022,1166,elective
2936,10042,1.0,2021-2022,1104,elective
2937,10042,1.0,2021-2022,1013,elective
2938,10042,1.0,2022-2023,1244,compulsory
2939,10042,1.0,2022-2023,1245,compulsory-elective
2940,10042,1.0,2022-2023,1214,compulsory-elective
2941,10042,1.0,2022-2023,1265,elective
2942,10042,1.0,2022-2023,1183,elective
2943,10042,1.0,2022-2023,1126,elective
2944,10042,1.0,2022-2023,1066,elective
2945,10042,1.0,2022-2023,1051,elective
2946,10042,1.0,2022-2023,1018,elective
2947,10042,1.0,2023-2024,1169,compulsory
2948,10042,1.0,2023-2024,1159,compulsory
2949,10042,1.0,2023-2024,1184,compulsory
2950,10042,1.0,2023-2024,1133,compulsory
2951,10042,1.0,2023-2024,1241,elective
2952,10042,1.0,2023-2024,1215,elective
2953,10042,1.0,2023-2024,1197,elective
2954,10042,1.0,2023-2024,1011,elective
2955,10042,2.0,2013-2014,1240,compulsory
2956,10042,2.0,2013-2014,1176,compulsory
2957,10042,2.0,2013-2014,1298,compulsory-elective
2958,10042,2.0,2013-2014,1247,compulsory-elective
2959,10042,2.0,2013-2014,1228,compulsory-elective
2960,10042,2.0,2013-2014,1026,compulsory-elective
2961,10042,2.0,2013-2014,1218,elective
2962,10042,2.0,2013-2014,1128,elective
2963,10042,2.0,2013-2014,1087,elective
2964,10042,2.0,2013-2014,1074,elective
2965,10042,2.0,2013-2014,1064,elective
2966,10042,2.0,2013-2014,1029,elective
2967,10042,2.0,2014-2015,1228,compulsory
2968,10042,2.0,2014-2015,1286,compulsory-elective
2969,10042,2.0,2014-2015,1168,compulsory-elective
2970,10042,2.0,2014-2015,1156,compulsory-elective
2971,10042,2.0,2014-2015,1078,compulsory-elective
2972,10042,2.0,2014-2015,1257,compulsory-elective
2973,10042,2.0,2014-2015,1010,compulsory-elective
2974,10042,2.0,2014-2015,1009,compulsory-elective
2975,10042,2.0,2014-2015,1007,compulsory-elective
2976,10042,2.0,2015-2016,1279,compulsory
2977,10042,2.0,2015-2016,1224,compulsory
2978,10042,2.0,2015-2016,1116,compulsory-elective
2979,10042,2.0,2015-2016,1086,compulsory-elective
2980,10042,2.0,2015-2016,1023,compulsory-elective
2981,10042,2.0,2015-2016,1234,elective
2982,10042,2.0,2015-2016,1151,elective
2983,10042,2.0,2015-2016,1128,elective
2984,10042,2.0,2015-2016,1030,elective
2985,10042,2.0,2015-2016,1009,elective
2986,10042,2.0,2016-2017,1248,compulsory
2987,10042,2.0,2016-2017,1208,compulsory
2988,10042,2.0,2016-2017,1159,compulsory
2989,10042,2.0,2016-2017,1080,compulsory
2990,10042,2.0,2016-2017,1179,elective
2991,10042,2.0,2016-2017,1148,elective
2992,10042,2.0,2016-2017,1132,elective
2993,10042,2.0,2016-2017,1085,elective
2994,10042,2.0,2016-2017,1053,elective
2995,10042,2.0,2016-2017,1036,elective
2996,10042,2.0,2017-2018,1260,compulsory
2997,10042,2.0,2017-2018,1060,compulsory
2998,10042,2.0,2017-2018,1218,compulsory-elective
2999,10042,2.0,2017-2018,1165,compulsory-elective
3000,10042,2.0,2017-2018,1011,compulsory-elective
3001,10042,2.0,2017-2018,1216,elective
3002,10042,2.0,2017-2018,1120,elective
3003,10042,2.0,2017-2018,1049,elective
3004,10042,2.0,2017-2018,1036,elective
3005,10042,2.0,2018-2019,1286,compulsory
3006,10042,2.0,2018-2019,1274,compulsory
3007,10042,2.0,2018-2019,1222,compulsory-elective
3008,10042,2.0,2018-2019,1206,compulsory-elective
3009,10042,2.0,2018-2019,1058,compulsory-elective
3010,10042,2.0,2018-2019,1248,elective
3011,10042,2.0,2018-2019,1219,elective
3012,10042,2.0,2018-2019,1098,elective
3013,10042,2.0,2018-2019,1049,elective
3014,10042,2.0,2019-2020,1285,compulsory
3015,10042,2.0,2019-2020,1252,compulsory-elective
3016,10042,2.0,2019-2020,1104,compulsory-elective
3017,10042,2.0,2019-2020,1282,elective
3018,10042,2.0,2019-2020,1235,elective
3019,10042,2.0,2019-2020,1215,elective
3020,10042,2.0,2019-2020,1107,elective
3021,10042,2.0,2019-2020,1084,elective
3022,10042,2.0,2019-2020,1045,elective
3023,10042,2.0,2020-2021,1297,compulsory
3024,10042,2.0,2020-2021,1171,compulsory-elective
3025,10042,2.0,2020-2021,1100,compulsory-elective
3026,10042,2.0,2020-2021,1005,compulsory-elective
3027,10042,2.0,2020-2021,1272,elective
3028,10042,2.0,2020-2021,1263,elective
3029,10042,2.0,2020-2021,1207,elective
3030,10042,2.0,2020-2021,1175,elective
3031,10042,2.0,2020-2021,1156,elective
3032,10042,2.0,2021-2022,1204,compulsory
3033,10042,2.0,2021-2022,1109,compulsory
3034,10042,2.0,2021-2022,1223,compulsory-elective
3035,10042,2.0,2021-2022,1179,compulsory-elective
3036,10042,2.0,2021-2022,1152,compulsory-elective
3037,10042,2.0,2021-2022,1157,elective
3038,10042,2.0,2021-2022,1140,elective
3039,10042,2.0,2021-2022,1064,elective
3040,10042,2.0,2021-2022,1056,elective
3041,10042,2.0,2021-2022,1014,elective
3042,10042,2.0,2022-2023,1090,compulsory
3043,10042,2.0,2022-2023,1213,compulsory-elective
3044,10042,2.0,2022-2023,1155,compulsory-elective
3045,10042,2.0,2022-2023,1112,compulsory-elective
3046,10042,2.0,2022-2023,1037,compulsory-elective
3047,10042,2.0,2022-2023,1227,compulsory-elective
3048,10042,2.0,2022-2023,1118,compulsory-elective
3049,10042,2.0,2022-2023,1038,compulsory-elective
3050,10042,2.0,2022-2023,1033,compulsory-elective
3051,10042,2.0,2023-2024,1122,compulsory
3052,10042,2.0,2023-2024,1273,compulsory-elective
3053,10042,2.0,2023-2024,1126,compulsory-elective
3054,10042,2.0,2023-2024,1115,compulsory-elective
3055,10042,2.0,2023-2024,1134,elective
3056,10042,2.0,2023-2024,1082,elective
3057,10042,2.0,2023-2024,1068,elective
3058,10042,2.0,2023-2024,1052,elective
3059,10051,1.0,2013-2014,1184,compulsory
3060,10051,1.0,2013-2014,1119,compulsory
3061,10051,1.0,2013-2014,1246,compulsory-elective
3062,10051,1.0,2013-2014,1192,compulsory-elective
3063,10051,1.0,2013-2014,1180,compulsory-elective
3064,10051,1.0,2013-2014,1177,compulsory-elective
3065,10051,1.0,2013-2014,1252,elective
3066,10051,1.0,2013-2014,1220,elective
3067,10051,1.0,2013-2014,1175,elective
3068,10051,1.0,2013-2014,1080,elective
3069,10051,1.0,2013-2014,1077,elective
3070,10051,1.0,2014-2015,1284,compulsory
3071,10051,1.0,2014-2015,1213,compulsory-elective
3072,10051,1.0,2014-2015,1122,compulsory-elective
3073,10051,1.0,2014-2015,1052,compulsory-elective
3074,10051,1.0,2014-2015,1207,elective
3075,10051,1.0,2014-2015,1197,elective
3076,10051,1.0,2014-2015,1167,elective
3077,10051,1.0,2014-2015,1154,elective
3078,10051,1.0,2014-2015,1128,elective
3079,10051,1.0,2015-2016,1145,compulsory
3080,10051,1.0,2015-2016,1061,compulsory
3081,10051,1.0,2015-2016,1147,compulsory
3082,10051,1.0,2015-2016,1128,compulsory
3083,10051,1.0,2015-2016,1207,elective
3084,10051,1.0,2015-2016,1188,elective
3085,10051,1.0,2015-2016,1120,elective
3086,10051,1.0,2015-2016,1103,elective
3087,10051,1.0,2016-2017,1229,compulsory
3088,10051,1.0,2016-2017,1036,compulsory
3089,10051,1.0,2016-2017,1203,compulsory
3090,10051,1.0,2016-2017,1095,compulsory
3091,10051,1.0,2016-2017,1265,elective
3092,10051,1.0,2016-2017,1165,elective
3093,10051,1.0,2016-2017,1125,elective
3094,10051,1.0,2016-2017,1052,elective
3095,10051,1.0,2016-2017,1022,elective
3096,10051,1.0,2016-2017,1003,elective
3097,10051,1.0,2017-2018,1011,compulsory
3098,10051,1.0,2017-2018,1172,compulsory-elective
3099,10051,1.0,2017-2018,1095,compulsory-elective
3100,10051,1.0,2017-2018,1277,elective
3101,10051,1.0,2017-2018,1188,elective
3102,10051,1.0,2017-2018,1126,elective
3103,10051,1.0,2017-2018,1066,elective
3104,10051,1.0,2017-2018,1042,elective
3105,10051,1.0,2017-2018,1006,elective
3106,10051,1.0,2018-2019,1178,compulsory
3107,10051,1.0,2018-2019,1144,compulsory
3108,10051,1.0,2018-2019,1283,compulsory
3109,10051,1.0,2018-2019,1191,compulsory
3110,10051,1.0,2018-2019,1288,elective
3111,10051,1.0,2018-2019,1242,elective
3112,10051,1.0,2018-2019,1231,elective
3113,10051,1.0,2018-2019,1183,elective
3114,10051,1.0,2018-2019,1161,elective
3115,10051,1.0,2018-2019,1114,elective
3116,10051,1.0,2019-2020,1119,compulsory
3117,10051,1.0,2019-2020,1299,compulsory-elective
3118,10051,1.0,2019-2020,1067,compulsory-elective
3119,10051,1.0,2019-2020,1279,elective
3120,10051,1.0,2019-2020,1244,elective
3121,10051,1.0,2019-2020,1149,elective
3122,10051,1.0,2019-2020,1010,elective
3123,10051,1.0,2020-2021,1221,compulsory
3124,10051,1.0,2020-2021,1197,compulsory-elective
3125,10051,1.0,2020-2021,1038,compulsory-elective
3126,10051,1.0,2020-2021,1285,elective
3127,10051,1.0,2020-2021,1243,elective
3128,10051,1.0,2020-2021,1179,elective
3129,10051,1.0,2020-2021,1029,elective
3130,10051,1.0,2020-2021,1021,elective
3131,10051,1.0,2021-2022,1246,compulsory
3132,10051,1.0,2021-2022,1267,compulsory-elective
3133,10051,1.0,2021-2022,1181,compulsory-elective
3134,10051,1.0,2021-2022,1084,compulsory-elective
3135,10051,1.0,2021-2022,1025,compulsory-elective
3136,10051,1.0,2021-2022,1254,elective
3137,10051,1.0,2021-2022,1222,elective
3138,10051,1.0,2021-2022,1150,elective
3139,10051,1.0,2021-2022,1056,elective
3140,10051,1.0,2021-2022,1015,elective
3141,10051,1.0,2022-2023,1123,compulsory
3142,10051,1.0,2022-2023,1202,compulsory-elective
3143,10051,1.0,2022-2023,1168,compulsory-elective
3144,10051,1.0,2022-2023,1295,elective
3145,10051,1.0,2022-2023,1207,elective
3146,10051,1.0,2022-2023,1208,elective
3147,10051,1.0,2022-2023,1102,elective
3148,10051,1.0,2023-2024,1201,compulsory
3149,10051,1.0,2023-2024,1015,compulsory
3150,10051,1.0,2023-2024,1270,compulsory-elective
3151,10051,1.0,2023-2024,1260,compulsory-elective
3152,10051,1.0,2023-2024,1231,compulsory-elective
3153,10051,1.0,2023-2024,1249,elective
3154,10051,1.0,2023-2024,1212,elective
3155,10051,1.0,2023-2024,1189,elective
3156,10051,1.0,2023-2024,1154,elective
3157,10051,1.0,2023-2024,1021,elective
3158,10051,2.0,2013-2014,1050,compulsory
3159,10051,2.0,2013-2014,1263,compulsory-elective
3160,10051,2.0,2013-2014,1147,compulsory-elective
3161,10051,2.0,2013-2014,1247,elective
3162,10051,2.0,2013-2014,1233,elective
3163,10051,2.0,2013-2014,1214,elective
3164,10051,2.0,2013-2014,1127,elective
3165,10051,2.0,2013-2014,1091,elective
3166,10051,2.0,2014-2015,1205,compulsory
3167,10051,2.0,2014-2015,1022,compulsory
3168,10051,2.0,2014-2015,1037,compulsory
3169,10051,2.0,2014-2015,1013,compulsory
3170,10051,2.0,2014-2015,1243,elective
3171,10051,2.0,2014-2015,1075,elective
3172,10051,2.0,2014-2015,1069,elective
3173,10051,2.0,2014-2015,1067,elective
3174,10051,2.0,2015-2016,1162,compulsory
3175,10051,2.0,2015-2016,1039,compulsory
3176,10051,2.0,2015-2016,1163,compulsory-elective
3177,10051,2.0,2015-2016,1065,compulsory-elective
3178,10051,2.0,2015-2016,1035,compulsory-elective
3179,10051,2.0,2015-2016,1005,compulsory-elective
3180,10051,2.0,2015-2016,1137,elective
3181,10051,2.0,2015-2016,1136,elective
3182,10051,2.0,2015-2016,1119,elective
3183,10051,2.0,2015-2016,1105,elective
3184,10051,2.0,2015-2016,1104,elective
3185,10051,2.0,2015-2016,1095,elective
3186,10051,2.0,2016-2017,1187,compulsory
3187,10051,2.0,2016-2017,1182,compulsory-elective
3188,10051,2.0,2016-2017,1051,compulsory-elective
3189,10051,2.0,2016-2017,1200,elective
3190,10051,2.0,2016-2017,1176,elective
3191,10051,2.0,2016-2017,1169,elective
3192,10051,2.0,2016-2017,1097,elective
3193,10051,2.0,2016-2017,1074,elective
3194,10051,2.0,2016-2017,1030,elective
3195,10051,2.0,2017-2018,1209,compulsory
3196,10051,2.0,2017-2018,1253,compulsory-elective
3197,10051,2.0,2017-2018,1129,compulsory-elective
3198,10051,2.0,2017-2018,1120,compulsory-elective
3199,10051,2.0,2017-2018,1064,compulsory-elective
3200,10051,2.0,2017-2018,1256,elective
3201,10051,2.0,2017-2018,1151,elective
3202,10051,2.0,2017-2018,1113,elective
3203,10051,2.0,2017-2018,1105,elective
3204,10051,2.0,2017-2018,1102,elective
3205,10051,2.0,2018-2019,1192,compulsory
3206,10051,2.0,2018-2019,1115,compulsory
3207,10051,2.0,2018-2019,1210,compulsory
3208,10051,2.0,2018-2019,1188,compulsory
3209,10051,2.0,2018-2019,1255,elective
3210,10051,2.0,2018-2019,1221,elective
3211,10051,2.0,2018-2019,1211,elective
3212,10051,2.0,2018-2019,1122,elective
3213,10051,2.0,2018-2019,1079,elective
3214,10051,2.0,2018-2019,1044,elective
3215,10051,2.0,2019-2020,1029,compulsory
3216,10051,2.0,2019-2020,1091,compulsory-elective
3217,10051,2.0,2019-2020,1059,compulsory-elective
3218,10051,2.0,2019-2020,1264,elective
3219,10051,2.0,2019-2020,1169,elective
3220,10051,2.0,2019-2020,1119,elective
3221,10051,2.0,2019-2020,1066,elective
3222,10051,2.0,2020-2021,1186,compulsory
3223,10051,2.0,2020-2021,1116,compulsory
3224,10051,2.0,2020-2021,1282,compulsory-elective
3225,10051,2.0,2020-2021,1196,compulsory-elective
3226,10051,2.0,2020-2021,1167,compulsory-elective
3227,10051,2.0,2020-2021,1242,elective
3228,10051,2.0,2020-2021,1240,elective
3229,10051,2.0,2020-2021,1139,elective
3230,10051,2.0,2020-2021,1094,elective
3231,10051,2.0,2020-2021,1043,elective
3232,10051,2.0,2021-2022,1140,compulsory
3233,10051,2.0,2021-2022,1215,compulsory-elective
3234,10051,2.0,2021-2022,1118,compulsory-elective
3235,10051,2.0,2021-2022,1276,elective
3236,10051,2.0,2021-2022,1206,elective
3237,10051,2.0,2021-2022,1187,elective
3238,10051,2.0,2021-2022,1071,elective
3239,10051,2.0,2021-2022,1009,elective
3240,10051,2.0,2022-2023,1091,compulsory
3241,10051,2.0,2022-2023,1076,compulsory
3242,10051,2.0,2022-2023,1106,compulsory
3243,10051,2.0,2022-2023,1039,compulsory
3244,10051,2.0,2022-2023,1184,elective
3245,10051,2.0,2022-2023,1069,elective
3246,10051,2.0,2022-2023,1047,elective
3247,10051,2.0,2022-2023,1007,elective
3248,10051,2.0,2023-2024,1240,compulsory
3249,10051,2.0,2023-2024,1197,compulsory
3250,10051,2.0,2023-2024,1200,compulsory-elective
3251,10051,2.0,2023-2024,1121,compulsory-elective
3252,10051,2.0,2023-2024,1030,compulsory-elective
3253,10051,2.0,2023-2024,1006,compulsory-elective
3254,10051,2.0,2023-2024,1265,elective
3255,10051,2.0,2023-2024,1212,elective
